interaction_id,content,created_at,interaction_type,annonce_id,user_id
51695,moto custom,2024-12-30 13:30:49.687759,Search,4893,12549
51696,,2024-12-30 13:30:49.719614,Contact_user,5676,12549
51697,moto petit budget,2024-12-30 13:30:49.751174,Search,5924,12549
51698,moto permis A2,2024-12-30 13:30:49.782623,Search,4919,12549
51699,,2024-12-30 13:30:49.814398,Contact_user,5123,12549
51700,,2024-12-30 13:30:49.84674,Click_annonce,5156,12549
51701,,2024-12-30 13:30:49.878407,Click_annonce,6250,12549
51702,,2024-12-30 13:30:49.918922,Contact_user,5105,12549
51703,,2024-12-30 13:30:49.950679,Click_annonce,5375,12549
51704,,2024-12-30 13:30:49.982393,Contact_user,5287,12549
51705,,2024-12-30 13:30:50.013594,Contact_user,5906,12549
51706,voiture garantie,2024-12-30 13:30:50.045365,Search,6296,12549
51707,,2024-12-30 13:30:50.076561,Contact_user,6338,12550
51708,,2024-12-30 13:30:50.108231,Contact_user,5463,12550
51709,,2024-12-30 13:30:50.140277,Contact_user,5999,12550
51710,,2024-12-30 13:30:50.171637,Click_annonce,5959,12550
51711,,2024-12-30 13:30:50.203446,Contact_user,4931,12550
51712,,2024-12-30 13:30:50.235187,Contact_user,5893,12550
51713,voiture garantie,2024-12-30 13:30:50.274111,Search,5393,12550
51714,,2024-12-30 13:30:50.305867,Click_annonce,5676,12550
51715,,2024-12-30 13:30:50.338078,Click_annonce,5425,12550
51716,moto permis A2,2024-12-30 13:30:50.369628,Search,5292,12550
51717,,2024-12-30 13:30:50.401547,Click_annonce,5837,12550
51718,,2024-12-30 13:30:50.433393,Contact_user,5108,12550
51719,,2024-12-30 13:30:50.466796,Click_annonce,5106,12550
51720,citadine essence,2024-12-30 13:30:50.49997,Search,5986,12550
51721,utilitaire frigorifique,2024-12-30 13:30:50.533357,Search,5689,12550
51722,,2024-12-30 13:30:50.570783,Contact_user,4924,12550
51723,,2024-12-30 13:30:50.602162,Contact_user,5859,12550
51724,,2024-12-30 13:30:50.635255,Contact_user,4941,12550
51725,cabriolet,2024-12-30 13:30:50.666161,Search,6018,12550
51726,,2024-12-30 13:30:50.698247,Contact_user,5033,12550
51727,voiture ancienne,2024-12-30 13:30:50.730726,Search,6247,12551
51728,voiture ancienne,2024-12-30 13:30:50.762309,Search,5998,12551
51729,break familial,2024-12-30 13:30:50.794818,Search,5456,12551
51730,,2024-12-30 13:30:50.858771,Contact_user,5961,12551
51731,,2024-12-30 13:30:50.890093,Click_annonce,5809,12551
51732,,2024-12-30 13:30:50.923094,Contact_user,5722,12551
51733,,2024-12-30 13:30:50.954585,Contact_user,6114,12551
51734,,2024-12-30 13:30:50.986272,Click_annonce,4993,12551
51735,,2024-12-30 13:30:51.018196,Contact_user,5473,12551
51736,,2024-12-30 13:30:51.049829,Click_annonce,5755,12551
51737,,2024-12-30 13:30:51.08078,Contact_user,6249,12551
51738,,2024-12-30 13:30:51.112416,Click_annonce,5678,12551
51739,voiture collection,2024-12-30 13:30:51.14436,Search,5410,12551
51740,voiture propre,2024-12-30 13:30:51.175911,Search,5574,12551
51741,berline luxe,2024-12-30 13:30:51.207654,Search,5371,12551
51742,,2024-12-30 13:30:51.239728,Click_annonce,6218,12551
51743,,2024-12-30 13:30:51.271628,Click_annonce,5817,12551
51744,,2024-12-30 13:30:51.303519,Contact_user,5429,12551
51745,,2024-12-30 13:30:51.340402,Click_annonce,5856,12552
51746,,2024-12-30 13:30:51.373107,Click_annonce,5333,12552
51747,,2024-12-30 13:30:51.406845,Click_annonce,5250,12552
51748,,2024-12-30 13:30:51.43828,Click_annonce,5617,12552
51749,,2024-12-30 13:30:51.470366,Contact_user,5723,12552
51750,,2024-12-30 13:30:51.506154,Contact_user,5264,12552
51751,,2024-12-30 13:30:51.540122,Contact_user,5369,12552
51752,4x4 électrique,2024-12-30 13:30:51.572835,Search,5531,12552
51753,,2024-12-30 13:30:51.604978,Contact_user,4898,12552
51754,,2024-12-30 13:30:51.636398,Click_annonce,5462,12552
51755,voiture occasion,2024-12-30 13:30:51.668615,Search,6176,12552
51756,moto trail,2024-12-30 13:30:51.700232,Search,5353,12552
51757,voiture pas cher,2024-12-30 13:30:51.73212,Search,5483,12552
51758,,2024-12-30 13:30:51.767038,Contact_user,4969,12553
51759,,2024-12-30 13:30:51.798784,Contact_user,5138,12553
51760,,2024-12-30 13:30:51.831731,Click_annonce,6015,12553
51761,,2024-12-30 13:30:51.863268,Click_annonce,6046,12553
51762,,2024-12-30 13:30:51.899909,Contact_user,5243,12554
51763,,2024-12-30 13:30:51.932937,Contact_user,5038,12554
51764,,2024-12-30 13:30:51.964625,Click_annonce,5589,12554
51765,,2024-12-30 13:30:51.997053,Click_annonce,6300,12554
51766,,2024-12-30 13:30:52.029744,Contact_user,5086,12554
51767,cabriolet,2024-12-30 13:30:52.061536,Search,5546,12554
51768,4x4 diesel,2024-12-30 13:30:52.093585,Search,4861,12554
51769,moto permis A2,2024-12-30 13:30:52.128101,Search,5743,12554
51770,,2024-12-30 13:30:52.164081,Click_annonce,5189,12554
51771,,2024-12-30 13:30:52.203649,Click_annonce,5158,12554
51772,van aménagé,2024-12-30 13:30:52.23525,Search,5039,12554
51773,SUV familial,2024-12-30 13:30:52.267327,Search,5521,12554
51774,,2024-12-30 13:30:52.300111,Contact_user,5795,12554
51775,,2024-12-30 13:30:52.331695,Contact_user,5348,12554
51776,véhicule commercial,2024-12-30 13:30:52.363275,Search,5453,12554
51777,,2024-12-30 13:30:52.395187,Contact_user,5859,12554
51778,citadine électrique,2024-12-30 13:30:52.426891,Search,6133,12555
51779,,2024-12-30 13:30:52.458261,Click_annonce,5062,12555
51780,,2024-12-30 13:30:52.522894,Contact_user,5908,12555
51781,,2024-12-30 13:30:52.554651,Click_annonce,4879,12555
51782,moto custom,2024-12-30 13:30:52.587623,Search,5332,12555
51783,moto custom,2024-12-30 13:30:52.620873,Search,5830,12555
51784,,2024-12-30 13:30:52.653776,Click_annonce,6314,12555
51785,,2024-12-30 13:30:52.687059,Click_annonce,5095,12555
51786,,2024-12-30 13:30:52.718698,Click_annonce,5275,12555
51787,,2024-12-30 13:30:52.750291,Click_annonce,5646,12555
51788,,2024-12-30 13:30:52.782176,Click_annonce,5869,12555
51789,,2024-12-30 13:30:52.813872,Contact_user,5680,12555
51790,,2024-12-30 13:30:52.845436,Contact_user,5080,12555
51791,,2024-12-30 13:30:52.888222,Click_annonce,5464,12555
51792,,2024-12-30 13:30:52.920953,Contact_user,5438,12555
51793,berline luxe,2024-12-30 13:30:52.952324,Search,5129,12556
51794,,2024-12-30 13:30:52.984246,Click_annonce,6228,12556
51795,,2024-12-30 13:30:53.017513,Contact_user,5932,12556
51796,,2024-12-30 13:30:53.049081,Click_annonce,5310,12556
51797,,2024-12-30 13:30:53.080427,Contact_user,5943,12556
51798,,2024-12-30 13:30:53.114208,Contact_user,6241,12556
51799,,2024-12-30 13:30:53.146029,Click_annonce,5678,12556
51800,,2024-12-30 13:30:53.177549,Contact_user,6023,12556
51801,moto permis A2,2024-12-30 13:30:53.208847,Search,5578,12556
51802,break occasion,2024-12-30 13:30:53.240585,Search,4987,12556
51803,,2024-12-30 13:30:53.274384,Click_annonce,5732,12556
51804,,2024-12-30 13:30:53.306983,Click_annonce,6224,12556
51805,,2024-12-30 13:30:53.338668,Contact_user,5732,12556
51806,,2024-12-30 13:30:53.370471,Click_annonce,5406,12556
51807,,2024-12-30 13:30:53.405175,Contact_user,5388,12556
51808,voiture garantie,2024-12-30 13:30:53.438273,Search,6137,12557
51809,4x4 essence,2024-12-30 13:30:53.471128,Search,6072,12557
51810,,2024-12-30 13:30:53.502824,Click_annonce,5206,12557
51811,berline luxe,2024-12-30 13:30:53.535838,Search,5148,12557
51812,break occasion,2024-12-30 13:30:53.56723,Search,6260,12557
51813,,2024-12-30 13:30:53.598489,Click_annonce,5211,12557
51814,,2024-12-30 13:30:53.630684,Click_annonce,5835,12557
51815,,2024-12-30 13:30:53.662729,Click_annonce,5718,12557
51816,SUV familial,2024-12-30 13:30:53.694577,Search,5661,12557
51817,,2024-12-30 13:30:53.727172,Click_annonce,6331,12557
51818,,2024-12-30 13:30:53.76076,Contact_user,6237,12557
51819,citadine essence,2024-12-30 13:30:53.853501,Search,5835,12557
51820,,2024-12-30 13:30:53.885255,Contact_user,4935,12557
51821,moto permis A2,2024-12-30 13:30:53.917563,Search,5581,12557
51822,,2024-12-30 13:30:53.949992,Contact_user,5283,12557
51823,,2024-12-30 13:30:53.981771,Click_annonce,5507,12558
51824,,2024-12-30 13:30:54.014015,Contact_user,4866,12558
51825,,2024-12-30 13:30:54.046871,Contact_user,5193,12558
51826,,2024-12-30 13:30:54.078695,Contact_user,4878,12558
51827,,2024-12-30 13:30:54.109932,Contact_user,5335,12559
51828,,2024-12-30 13:30:54.141375,Click_annonce,5758,12559
51829,,2024-12-30 13:30:54.172744,Contact_user,5444,12559
51830,,2024-12-30 13:30:54.236913,Click_annonce,6004,12559
51831,,2024-12-30 13:30:54.268304,Click_annonce,5548,12559
51832,,2024-12-30 13:30:54.299546,Click_annonce,5325,12559
51833,,2024-12-30 13:30:54.331238,Contact_user,4867,12559
51834,,2024-12-30 13:30:54.362459,Contact_user,5315,12559
51835,,2024-12-30 13:30:54.39406,Contact_user,5542,12559
51836,citadine hybride,2024-12-30 13:30:54.427801,Search,6286,12559
51837,voiture faible kilométrage,2024-12-30 13:30:54.459239,Search,6309,12560
51838,,2024-12-30 13:30:54.49092,Click_annonce,5473,12560
51839,4x4 essence,2024-12-30 13:30:54.522633,Search,5163,12560
51840,,2024-12-30 13:30:54.553907,Click_annonce,5764,12560
51841,,2024-12-30 13:30:54.585742,Contact_user,5091,12560
51842,,2024-12-30 13:30:54.617971,Click_annonce,5433,12560
51843,break occasion,2024-12-30 13:30:54.654636,Search,6253,12560
51844,,2024-12-30 13:30:54.686171,Click_annonce,5044,12560
51845,,2024-12-30 13:30:54.717905,Contact_user,5071,12560
51846,moto routière,2024-12-30 13:30:54.749818,Search,5875,12560
51847,utilitaire frigorifique,2024-12-30 13:30:54.781635,Search,4919,12560
51848,voiture garantie,2024-12-30 13:30:54.813052,Search,5338,12560
51849,,2024-12-30 13:30:54.844871,Click_annonce,5716,12560
51850,,2024-12-30 13:30:54.876465,Click_annonce,5500,12560
51851,,2024-12-30 13:30:54.907948,Contact_user,5418,12560
51852,,2024-12-30 13:30:54.939808,Contact_user,5602,12560
51853,berline familiale,2024-12-30 13:30:54.971829,Search,5707,12560
51854,,2024-12-30 13:30:55.006056,Contact_user,5101,12561
51855,,2024-12-30 13:30:55.037681,Contact_user,5862,12561
51856,,2024-12-30 13:30:55.069638,Click_annonce,5741,12561
51857,break diesel,2024-12-30 13:30:55.103473,Search,5664,12561
51858,moto routière,2024-12-30 13:30:55.135165,Search,5289,12561
51859,,2024-12-30 13:30:55.168276,Click_annonce,6300,12561
51860,,2024-12-30 13:30:55.202045,Contact_user,5369,12561
51861,citadine électrique,2024-12-30 13:30:55.234606,Search,5220,12562
51862,4x4 hybride,2024-12-30 13:30:55.266574,Search,6260,12562
51863,,2024-12-30 13:30:55.298181,Contact_user,5467,12562
51864,utilitaire grand volume,2024-12-30 13:30:55.330192,Search,5443,12562
51865,coupé sport,2024-12-30 13:30:55.363641,Search,5277,12562
51866,voiture collection,2024-12-30 13:30:55.395318,Search,5340,12562
51867,,2024-12-30 13:30:55.428296,Click_annonce,5261,12562
51868,SUV familial,2024-12-30 13:30:55.45988,Search,4942,12562
51869,,2024-12-30 13:30:55.49152,Click_annonce,6199,12562
51870,,2024-12-30 13:30:55.523233,Contact_user,5166,12562
51871,,2024-12-30 13:30:55.562485,Contact_user,6051,12562
51872,,2024-12-30 13:30:55.609246,Contact_user,5250,12562
51873,voiture occasion,2024-12-30 13:30:55.641188,Search,5688,12563
51874,moto sportive,2024-12-30 13:30:55.672481,Search,6301,12563
51875,,2024-12-30 13:30:55.704375,Contact_user,5346,12563
51876,,2024-12-30 13:30:55.738886,Click_annonce,5030,12563
51877,voiture propre,2024-12-30 13:30:55.771923,Search,5859,12563
51878,,2024-12-30 13:30:55.803618,Click_annonce,5267,12563
51879,,2024-12-30 13:30:55.834647,Contact_user,5469,12563
51880,cabriolet,2024-12-30 13:30:55.9003,Search,5190,12563
51881,,2024-12-30 13:30:55.931753,Contact_user,4985,12563
51882,cabriolet,2024-12-30 13:30:55.964913,Search,5974,12563
51883,,2024-12-30 13:30:55.996856,Contact_user,4896,12563
51884,fourgon aménagé,2024-12-30 13:30:56.028693,Search,5095,12564
51885,,2024-12-30 13:30:56.05996,Click_annonce,5969,12564
51886,,2024-12-30 13:30:56.091418,Contact_user,5921,12564
51887,,2024-12-30 13:30:56.124627,Contact_user,5017,12564
51888,,2024-12-30 13:30:56.156331,Click_annonce,5641,12564
51889,voiture neuve,2024-12-30 13:30:56.189699,Search,6177,12564
51890,,2024-12-30 13:30:56.220963,Contact_user,5400,12564
51891,,2024-12-30 13:30:56.253282,Click_annonce,5010,12564
51892,,2024-12-30 13:30:56.285021,Contact_user,6300,12564
51893,scooter électrique,2024-12-30 13:30:56.316723,Search,5862,12564
51894,,2024-12-30 13:30:56.348459,Contact_user,5487,12564
51895,,2024-12-30 13:30:56.380039,Contact_user,5597,12564
51896,voiture pas cher,2024-12-30 13:30:56.411552,Search,6131,12564
51897,,2024-12-30 13:30:56.444203,Click_annonce,5845,12564
51898,moto routière,2024-12-30 13:30:56.475875,Search,5672,12564
51899,,2024-12-30 13:30:56.508025,Click_annonce,4964,12565
51900,,2024-12-30 13:30:56.539574,Click_annonce,5826,12565
51901,,2024-12-30 13:30:56.571406,Click_annonce,5034,12565
51902,,2024-12-30 13:30:56.61304,Contact_user,5611,12565
51903,,2024-12-30 13:30:56.649265,Click_annonce,5295,12565
51904,,2024-12-30 13:30:56.712257,Contact_user,5841,12565
51905,,2024-12-30 13:30:56.744185,Click_annonce,5825,12565
51906,voiture faible kilométrage,2024-12-30 13:30:56.775704,Search,5839,12565
51907,,2024-12-30 13:30:56.807885,Contact_user,6234,12565
51908,,2024-12-30 13:30:56.839318,Contact_user,6217,12565
51909,,2024-12-30 13:30:56.871043,Click_annonce,6196,12565
51910,,2024-12-30 13:30:56.903044,Contact_user,6261,12565
51911,moto custom,2024-12-30 13:30:56.934347,Search,4998,12565
51912,,2024-12-30 13:30:56.966558,Contact_user,6248,12565
51913,,2024-12-30 13:30:56.998945,Click_annonce,6151,12565
51914,,2024-12-30 13:30:57.030528,Contact_user,5618,12565
51915,,2024-12-30 13:30:57.061817,Contact_user,6180,12565
51916,,2024-12-30 13:30:57.093528,Click_annonce,5599,12566
51917,,2024-12-30 13:30:57.125102,Contact_user,5078,12566
51918,,2024-12-30 13:30:57.15645,Click_annonce,5984,12566
51919,,2024-12-30 13:30:57.188264,Contact_user,5369,12566
51920,van aménagé,2024-12-30 13:30:57.220107,Search,5679,12566
51921,,2024-12-30 13:30:57.251868,Contact_user,5422,12566
51922,,2024-12-30 13:30:57.283251,Contact_user,5651,12566
51923,,2024-12-30 13:30:57.314892,Contact_user,5905,12566
51924,,2024-12-30 13:30:57.346556,Click_annonce,5392,12566
51925,,2024-12-30 13:30:57.378024,Contact_user,6313,12566
51926,,2024-12-30 13:30:57.409416,Contact_user,5017,12566
51927,citadine hybride,2024-12-30 13:30:57.442659,Search,5579,12566
51928,,2024-12-30 13:30:57.474265,Click_annonce,5510,12567
51929,,2024-12-30 13:30:57.506796,Click_annonce,5023,12567
51930,,2024-12-30 13:30:57.570459,Contact_user,6213,12568
51931,véhicule société,2024-12-30 13:30:57.602152,Search,5212,12568
51932,,2024-12-30 13:30:57.633933,Contact_user,5728,12568
51933,,2024-12-30 13:30:57.66548,Click_annonce,5755,12568
51934,,2024-12-30 13:30:57.696933,Contact_user,5219,12568
51935,,2024-12-30 13:30:57.728523,Contact_user,5249,12568
51936,,2024-12-30 13:30:57.764194,Click_annonce,5361,12568
51937,voiture pas cher,2024-12-30 13:30:57.79623,Search,5125,12568
51938,,2024-12-30 13:30:57.828245,Contact_user,5849,12568
51939,berline familiale,2024-12-30 13:30:57.863249,Search,5729,12568
51940,,2024-12-30 13:30:57.894922,Click_annonce,5832,12568
51941,,2024-12-30 13:30:57.926271,Click_annonce,6193,12568
51942,break familial,2024-12-30 13:30:57.958317,Search,5570,12568
51943,4x4 diesel,2024-12-30 13:30:57.98984,Search,6295,12568
51944,berline automatique,2024-12-30 13:30:58.020955,Search,4987,12568
51945,,2024-12-30 13:30:58.053046,Click_annonce,4954,12568
51946,,2024-12-30 13:30:58.08449,Contact_user,5085,12568
51947,,2024-12-30 13:30:58.120687,Click_annonce,5427,12568
51948,SUV familial,2024-12-30 13:30:58.152184,Search,6160,12568
51949,moto petit budget,2024-12-30 13:30:58.183885,Search,5160,12568
51950,,2024-12-30 13:30:58.21618,Click_annonce,5949,12569
51951,,2024-12-30 13:30:58.247883,Click_annonce,6096,12569
51952,utilitaire grand volume,2024-12-30 13:30:58.279801,Search,6282,12569
51953,,2024-12-30 13:30:58.311296,Click_annonce,5725,12569
51954,,2024-12-30 13:30:58.343113,Contact_user,6281,12569
51955,,2024-12-30 13:30:58.375298,Contact_user,6272,12569
51956,,2024-12-30 13:30:58.406682,Click_annonce,6190,12569
51957,,2024-12-30 13:30:58.438107,Click_annonce,5888,12569
51958,,2024-12-30 13:30:58.469904,Contact_user,5461,12569
51959,,2024-12-30 13:30:58.501392,Contact_user,6026,12569
51960,,2024-12-30 13:30:58.533265,Click_annonce,5314,12569
51961,,2024-12-30 13:30:58.564808,Click_annonce,4940,12569
51962,,2024-12-30 13:30:58.596022,Click_annonce,5504,12570
51963,,2024-12-30 13:30:58.627535,Contact_user,5636,12570
51964,,2024-12-30 13:30:58.661927,Click_annonce,5183,12570
51965,,2024-12-30 13:30:58.696776,Contact_user,6304,12571
51966,voiture garantie,2024-12-30 13:30:58.731728,Search,5787,12571
51967,,2024-12-30 13:30:58.76388,Click_annonce,5539,12571
51968,,2024-12-30 13:30:58.795514,Click_annonce,5009,12571
51969,voiture pas cher,2024-12-30 13:30:58.827081,Search,5470,12571
51970,,2024-12-30 13:30:58.859256,Click_annonce,5168,12571
51971,,2024-12-30 13:30:58.891163,Click_annonce,5768,12571
51972,,2024-12-30 13:30:58.922753,Contact_user,6111,12571
51973,,2024-12-30 13:30:58.954242,Contact_user,5405,12571
51974,,2024-12-30 13:30:58.986069,Click_annonce,5493,12571
51975,break familial,2024-12-30 13:30:59.017526,Search,4960,12572
51976,,2024-12-30 13:30:59.049322,Contact_user,6065,12572
51977,,2024-12-30 13:30:59.08139,Contact_user,5501,12572
51978,,2024-12-30 13:30:59.112843,Click_annonce,5453,12572
51979,,2024-12-30 13:30:59.144509,Click_annonce,5067,12572
51980,,2024-12-30 13:30:59.20822,Contact_user,4901,12572
51981,4x4 essence,2024-12-30 13:30:59.24094,Search,5400,12572
51982,,2024-12-30 13:30:59.27234,Contact_user,4969,12572
51983,,2024-12-30 13:30:59.303702,Click_annonce,5791,12572
51984,4x4 essence,2024-12-30 13:30:59.337284,Search,4980,12572
51985,moto permis A2,2024-12-30 13:30:59.373686,Search,5219,12572
51986,,2024-12-30 13:30:59.405092,Click_annonce,5827,12573
51987,,2024-12-30 13:30:59.436662,Contact_user,5225,12573
51988,,2024-12-30 13:30:59.476766,Contact_user,5064,12573
51989,4x4 hybride,2024-12-30 13:30:59.567358,Search,5144,12574
51990,moto permis A2,2024-12-30 13:30:59.610835,Search,5477,12574
51991,,2024-12-30 13:30:59.692058,Click_annonce,5575,12574
51992,,2024-12-30 13:30:59.741424,Contact_user,5064,12574
51993,,2024-12-30 13:30:59.773025,Contact_user,5218,12574
51994,,2024-12-30 13:30:59.805555,Click_annonce,4941,12574
51995,camping car,2024-12-30 13:30:59.836614,Search,5304,12574
51996,,2024-12-30 13:30:59.868057,Click_annonce,5456,12574
51997,,2024-12-30 13:30:59.899771,Click_annonce,5780,12575
51998,,2024-12-30 13:30:59.93135,Click_annonce,5218,12575
51999,voiture boite auto,2024-12-30 13:30:59.964143,Search,6114,12575
52000,,2024-12-30 13:30:59.99764,Click_annonce,5131,12575
52001,,2024-12-30 13:31:00.02954,Click_annonce,6188,12575
52002,,2024-12-30 13:31:00.061368,Click_annonce,5245,12575
52003,,2024-12-30 13:31:00.092765,Click_annonce,6055,12575
52004,,2024-12-30 13:31:00.124475,Click_annonce,5403,12575
52005,citadine essence,2024-12-30 13:31:00.156058,Search,4953,12576
52006,break occasion,2024-12-30 13:31:00.193007,Search,6130,12576
52007,,2024-12-30 13:31:00.225076,Contact_user,5880,12576
52008,berline luxe,2024-12-30 13:31:00.257431,Search,5033,12576
52009,,2024-12-30 13:31:00.291083,Click_annonce,6118,12576
52010,,2024-12-30 13:31:00.323252,Contact_user,6004,12576
52011,voiture boite auto,2024-12-30 13:31:00.354645,Search,5232,12576
52012,,2024-12-30 13:31:00.38611,Contact_user,5922,12576
52013,,2024-12-30 13:31:00.418549,Click_annonce,6288,12576
52014,,2024-12-30 13:31:00.449882,Click_annonce,6310,12576
52015,voiture boite auto,2024-12-30 13:31:00.481754,Search,6163,12576
52016,voiture collection,2024-12-30 13:31:00.513506,Search,5397,12576
52017,,2024-12-30 13:31:00.545567,Contact_user,5345,12577
52018,moto permis A2,2024-12-30 13:31:00.577331,Search,5253,12577
52019,quad,2024-12-30 13:31:00.608856,Search,6214,12577
52020,,2024-12-30 13:31:00.642299,Click_annonce,6132,12577
52021,,2024-12-30 13:31:00.674309,Contact_user,6253,12577
52022,,2024-12-30 13:31:00.705977,Contact_user,5164,12577
52023,berline luxe,2024-12-30 13:31:00.737512,Search,5931,12577
52024,véhicule commercial,2024-12-30 13:31:00.769042,Search,5467,12577
52025,quad,2024-12-30 13:31:00.800664,Search,5363,12577
52026,,2024-12-30 13:31:00.832429,Contact_user,5751,12577
52027,voiture boite auto,2024-12-30 13:31:00.866654,Search,6332,12577
52028,,2024-12-30 13:31:00.89834,Contact_user,5547,12578
52029,4x4 électrique,2024-12-30 13:31:00.931097,Search,5613,12578
52030,,2024-12-30 13:31:00.995178,Contact_user,5147,12578
52031,moto permis A2,2024-12-30 13:31:01.026907,Search,5076,12578
52032,,2024-12-30 13:31:01.058386,Click_annonce,5078,12578
52033,,2024-12-30 13:31:01.089789,Click_annonce,5915,12578
52034,,2024-12-30 13:31:01.121706,Contact_user,5131,12578
52035,,2024-12-30 13:31:01.153849,Contact_user,5776,12578
52036,,2024-12-30 13:31:01.186592,Click_annonce,5509,12578
52037,,2024-12-30 13:31:01.219444,Click_annonce,6204,12579
52038,véhicule société,2024-12-30 13:31:01.251277,Search,5993,12579
52039,,2024-12-30 13:31:01.283089,Contact_user,6093,12579
52040,,2024-12-30 13:31:01.314476,Contact_user,5130,12579
52041,,2024-12-30 13:31:01.346451,Click_annonce,5312,12579
52042,break familial,2024-12-30 13:31:01.378001,Search,5192,12580
52043,,2024-12-30 13:31:01.409647,Click_annonce,5347,12581
52044,,2024-12-30 13:31:01.441025,Contact_user,5530,12581
52045,fourgon aménagé,2024-12-30 13:31:01.472438,Search,5912,12581
52046,,2024-12-30 13:31:01.504286,Contact_user,5407,12581
52047,,2024-12-30 13:31:01.535798,Click_annonce,5396,12582
52048,,2024-12-30 13:31:01.567332,Contact_user,6321,12582
52049,voiture propre,2024-12-30 13:31:01.601434,Search,6170,12582
52050,,2024-12-30 13:31:01.633591,Contact_user,5754,12582
52051,,2024-12-30 13:31:01.664984,Contact_user,6264,12582
52052,,2024-12-30 13:31:01.698387,Click_annonce,5591,12582
52053,citadine hybride,2024-12-30 13:31:01.730046,Search,5945,12582
52054,,2024-12-30 13:31:01.765686,Contact_user,5723,12582
52055,,2024-12-30 13:31:01.79758,Contact_user,5477,12582
52056,,2024-12-30 13:31:01.832615,Click_annonce,5367,12582
52057,citadine hybride,2024-12-30 13:31:01.86513,Search,5177,12582
52058,,2024-12-30 13:31:01.897174,Contact_user,5763,12582
52059,,2024-12-30 13:31:01.928515,Click_annonce,5211,12582
52060,,2024-12-30 13:31:01.961836,Contact_user,5061,12582
52061,,2024-12-30 13:31:01.993178,Click_annonce,5120,12582
52062,moto petit budget,2024-12-30 13:31:02.024848,Search,6105,12583
52063,,2024-12-30 13:31:02.058232,Click_annonce,6093,12583
52064,,2024-12-30 13:31:02.090556,Click_annonce,5093,12583
52065,,2024-12-30 13:31:02.123892,Click_annonce,6219,12583
52066,,2024-12-30 13:31:02.155069,Contact_user,6128,12584
52067,,2024-12-30 13:31:02.186993,Click_annonce,5511,12584
52068,,2024-12-30 13:31:02.21936,Click_annonce,5407,12584
52069,,2024-12-30 13:31:02.251271,Contact_user,6161,12584
52070,,2024-12-30 13:31:02.282935,Contact_user,5636,12584
52071,,2024-12-30 13:31:02.31465,Click_annonce,5460,12584
52072,citadine essence,2024-12-30 13:31:02.346438,Search,5297,12584
52073,,2024-12-30 13:31:02.37825,Click_annonce,5434,12584
52074,,2024-12-30 13:31:02.409903,Click_annonce,6204,12584
52075,,2024-12-30 13:31:02.441208,Click_annonce,4985,12584
52076,,2024-12-30 13:31:02.472409,Click_annonce,6009,12584
52077,cabriolet,2024-12-30 13:31:02.504189,Search,5503,12584
52078,break occasion,2024-12-30 13:31:02.53562,Search,5144,12584
52079,,2024-12-30 13:31:02.56707,Click_annonce,5356,12584
52080,voiture collection,2024-12-30 13:31:02.63147,Search,5881,12584
52081,berline automatique,2024-12-30 13:31:02.663165,Search,6147,12584
52082,,2024-12-30 13:31:02.70174,Click_annonce,4879,12584
52083,moto custom,2024-12-30 13:31:02.738521,Search,4996,12584
52084,,2024-12-30 13:31:02.770854,Click_annonce,5832,12585
52085,,2024-12-30 13:31:02.803143,Contact_user,5233,12585
52086,utilitaire,2024-12-30 13:31:02.835093,Search,6057,12585
52087,,2024-12-30 13:31:02.866656,Contact_user,5329,12585
52088,voiture pas cher,2024-12-30 13:31:02.89801,Search,5328,12585
52089,,2024-12-30 13:31:02.929813,Contact_user,6303,12585
52090,,2024-12-30 13:31:02.961235,Click_annonce,5185,12585
52091,voiture neuve,2024-12-30 13:31:02.992615,Search,4988,12585
52092,,2024-12-30 13:31:03.024308,Click_annonce,4893,12585
52093,,2024-12-30 13:31:03.056192,Click_annonce,5214,12585
52094,,2024-12-30 13:31:03.087566,Contact_user,4979,12586
52095,,2024-12-30 13:31:03.119178,Contact_user,5247,12587
52096,fourgon aménagé,2024-12-30 13:31:03.151378,Search,6064,12587
52097,,2024-12-30 13:31:03.183815,Contact_user,6124,12587
52098,citadine hybride,2024-12-30 13:31:03.216553,Search,5059,12587
52099,,2024-12-30 13:31:03.247906,Contact_user,5655,12587
52100,,2024-12-30 13:31:03.280617,Click_annonce,5651,12587
52101,véhicule société,2024-12-30 13:31:03.314872,Search,5912,12587
52102,,2024-12-30 13:31:03.346887,Click_annonce,6218,12587
52103,,2024-12-30 13:31:03.381806,Click_annonce,5860,12587
52104,,2024-12-30 13:31:03.41473,Click_annonce,5251,12587
52105,,2024-12-30 13:31:03.446225,Contact_user,5180,12587
52106,utilitaire grand volume,2024-12-30 13:31:03.477669,Search,5552,12587
52107,,2024-12-30 13:31:03.510615,Click_annonce,5475,12587
52108,,2024-12-30 13:31:03.542067,Click_annonce,6076,12587
52109,quad,2024-12-30 13:31:03.573553,Search,5703,12587
52110,voiture collection,2024-12-30 13:31:03.605803,Search,5430,12587
52111,,2024-12-30 13:31:03.638761,Click_annonce,6081,12588
52112,,2024-12-30 13:31:03.671051,Click_annonce,5853,12588
52113,,2024-12-30 13:31:03.702755,Click_annonce,6143,12588
52114,,2024-12-30 13:31:03.734743,Click_annonce,5527,12588
52115,,2024-12-30 13:31:03.766144,Click_annonce,6179,12588
