vehicle_id,category,climatisation,color,condition,created_at,description,fuel_type,gearbox,klm_counter,mark,model,type,updated_at,year
3761,Roadster,Bonne état,Rose,Occasion,2024-12-25 16:16:18.131621,magnam blanditiis error doloremque corrupti et et quam tenetur repellendus veritatis occaecati placeat nihil veritatis architecto qui iusto unde rerum consequatur dignissimos nesciunt deleniti,Hybride,Manuel,87710,Toyota,Yaris,Voiture,2024-12-25 16:16:18.131629,1982
3762,Sport,Très bonne état,Noir,Peu Endommagé,2024-12-25 16:16:18.589326,quis est non fugit quos rerum temporibus deleniti aut debitis inventore ex illo eum omnis culpa dolor aperiam at quasi nam sunt soluta,Essence,Automatique,163959,BMW,R1250GS,Moto,2024-12-25 16:16:18.589331,1976
3763,Scooter,Très bonne état,Jaune,Peu Endommagé,2024-12-25 16:16:19.101438,ab illum et fugit architecto fuga laboriosam itaque reiciendis aspernatur qui quibusdam necessitatibus qui voluptatem quos eum ex voluptas esse et aut saepe mollitia aut et ut,Diesel,Automatique,74294,KTM,890 Duke R,Moto,2024-12-25 16:16:19.101446,2002
3764,Cafe Racer,Bonne état,Jaune,Peu Endommagé,2024-12-25 16:16:19.733708,et vel dolore neque veritatis dolores ut rerum dicta nobis sequi aliquid sit ipsum aliquam nobis exercitationem in facere placeat aut quisquam modi sed velit animi qui libero esse et maxime officiis veniam quo debitis,Électrique,Automatique,148270,Harley-Davidson,Sportster,Moto,2024-12-25 16:16:19.733715,2008
3765,Cruiser,Non fonctionnel,Rose,Occasion,2024-12-25 16:16:20.295322,doloremque sed sed consequuntur ut rerum nisi ut sunt similique rerum ab magni ratione quidem earum sunt omnis ut eligendi suscipit est eos vitae omnis,Électrique,Manuel,91046,Kawasaki,Ninja 250,Moto,2024-12-25 16:16:20.29533,2023
3766,Scooter,Bonne état,Blanc,Neuf,2024-12-25 16:16:20.751924,sint iure corporis et distinctio quia rerum animi voluptas ut sapiente fugiat eligendi sed maxime id similique commodi eligendi velit accusantium neque sint iusto non cumque qui expedita vero quibusdam aut sint incidunt aut ratione aliquid,Essence,Automatique,164864,Ducati,Multistrada,Moto,2024-12-25 16:16:20.751932,1975
3767,SUV,Non fonctionnel,Noir,Neuf,2024-12-25 16:16:21.207004,sunt officiis alias et et debitis hic enim corrupti natus voluptatibus accusantium suscipit omnis deserunt tenetur odit ut et tempora cum qui modi nostrum voluptas doloribus,Essence,Semi-Automatique,59863,Chevrolet,Silverado,Voiture,2024-12-25 16:16:21.207013,2000
3768,Standard,Non fonctionnel,Gris,Peu Endommagé,2024-12-25 16:16:21.663611,rerum fugiat sint nihil temporibus eum voluptatem et sit autem consequatur,Électrique,Automatique,105885,Kawasaki,Versys 650,Moto,2024-12-25 16:16:21.66362,2014
3769,Touring,Mauvaise état,Rouge,Neuf,2024-12-25 16:16:22.175337,provident odit et explicabo eos error totam consequuntur excepturi nisi optio consequatur earum accusamus doloribus est vero sunt,Électrique,Manuel,111598,BMW,F750GS,Moto,2024-12-25 16:16:22.175346,2016
3770,Chopper,Mauvaise état,Rose,Neuf,2024-12-25 16:16:23.208669,qui omnis iusto voluptatem dolor fugit non officiis reiciendis alias dolor delectus rerum deserunt tempora vitae est reprehenderit minima aut sint eius ipsa eum veritatis ipsam est occaecati est debitis nemo odit dolor et labore consequuntur corporis corporis,Hybride,Automatique,44578,Suzuki,Hayabusa,Moto,2024-12-25 16:16:23.208678,1983
3771,Touring,Non fonctionnel,Noir,Neuf,2024-12-25 16:16:24.417504,omnis placeat et et tempora est enim numquam similique fugiat ut explicabo asperiores aspernatur velit ut et autem consequatur atque earum magnam debitis eaque autem dolorem id,Électrique,Semi-Automatique,96738,BMW,R nineT,Moto,2024-12-25 16:16:24.417507,2020
3772,Scooter,Mauvaise état,Rouge,Occasion,2024-12-25 16:16:25.458739,nobis quasi nihil culpa velit dolor repellendus temporibus deleniti culpa et sed adipisci tempora delectus libero ut quisquam eaque porro omnis sapiente culpa expedita ea minus dolor dolorum atque eaque qui,Essence,Semi-Automatique,51766,Yamaha,Bolt,Moto,2024-12-25 16:16:25.458748,1995
3773,Berline,Bonne état,Gris,Peu Endommagé,2024-12-25 16:16:25.955571,quam optio maxime vero quisquam odit possimus excepturi earum itaque iste vero est rerum in mollitia suscipit mollitia distinctio maiores voluptas magni ipsam eligendi aperiam eaque consequatur,Diesel,Automatique,55910,Nissan,Kicks,Voiture,2024-12-25 16:16:25.955579,2016
3774,Roadster,Non fonctionnel,Gris,Peu Endommagé,2024-12-25 16:16:26.409502,dolores inventore minus earum rerum quis quos et expedita quis rerum sit blanditiis et esse possimus voluptatibus veritatis qui esse tempore dolores ratione asperiores incidunt non doloremque sunt consequatur maiores voluptatem est quisquam est qui quod accusamus ea,Diesel,Manuel,62243,Mercedes-Benz,Classe E,Voiture,2024-12-25 16:16:26.409511,1991
3775,Electric,Moyenne état,Rose,Peu Endommagé,2024-12-25 16:16:26.915295,ratione aliquam consectetur sit est rerum vero vitae nihil mollitia qui voluptates temporibus molestiae quas id esse facilis dolorem voluptatibus voluptatem vel qui perspiciatis quasi,Diesel,Semi-Automatique,52311,KTM,1290 Super Duke R,Moto,2024-12-25 16:16:26.915303,2002
3776,Adventure,Non fonctionnel,Gris,Neuf,2024-12-25 16:16:27.375685,provident dolorum sunt perferendis sit in consequatur maxime minus amet harum voluptatem voluptas voluptas,Hybride,Manuel,167350,Ducati,XDiavel,Moto,2024-12-25 16:16:27.375695,2017
3777,Cruiser,Moyenne état,Orange,Occasion,2024-12-25 16:16:27.828059,ut labore quae illum quam quasi ut in explicabo voluptas labore eius ullam alias quia corrupti,Électrique,Semi-Automatique,51093,Suzuki,GSX-S750,Moto,2024-12-25 16:16:27.828068,1971
3778,Monospace,Mauvaise état,Bleu,Neuf,2024-12-25 16:16:28.287993,et ullam voluptatum minima voluptas aut eaque ipsa aperiam quidem odio consequuntur nihil pariatur et quibusdam fugit excepturi atque tempore ut dolor adipisci libero odit neque rerum praesentium non qui ea ex officiis earum tempore sit at nihil provident,Électrique,Automatique,23825,Ford,Edge,Voiture,2024-12-25 16:16:28.288001,1982
3779,Adventure,Très bonne état,Jaune,Neuf,2024-12-25 16:16:28.739996,dolorem omnis id maxime ducimus non ut consequuntur consequatur molestiae odit voluptatem laborum cupiditate velit corporis tempore ut quidem aut ullam odit sit eos,Diesel,Automatique,18018,Ducati,XDiavel,Moto,2024-12-25 16:16:28.740003,2019
3780,Crossover,Non fonctionnel,Noir,Neuf,2024-12-25 16:16:29.297502,ut molestiae ipsam eum iste atque beatae nostrum qui voluptas aut laboriosam dolorum quia eius reprehenderit quibusdam cumque deleniti illo neque pariatur quis quam,Essence,Automatique,105220,Hyundai,Accent,Voiture,2024-12-25 16:16:29.29751,1973
3781,Break,Bonne état,Violet,Neuf,2024-12-25 16:16:29.75105,ipsa similique eveniet rerum enim fuga quaerat est sint molestiae quam porro culpa nostrum repellendus aliquam doloremque vel labore sint suscipit aut nesciunt neque,Essence,Manuel,63465,Chevrolet,Camaro,Voiture,2024-12-25 16:16:29.751057,1987
3782,Pick-up,Bonne état,Violet,Neuf,2024-12-25 16:16:30.202788,veniam recusandae quae optio accusantium quasi ad amet in ab atque sit impedit recusandae atque vero aut et assumenda laborum incidunt aut modi ut in repellat sed perspiciatis atque sint repudiandae culpa inventore et porro vel iure vel,Diesel,Automatique,47247,Nissan,Leaf,Voiture,2024-12-25 16:16:30.202794,1997
3783,Adventure,Moyenne état,Noir,Neuf,2024-12-25 16:16:30.653686,sed asperiores earum id id adipisci autem iure minima dolorem omnis odio perferendis molestiae exercitationem fugiat qui sit eos autem enim iste rerum asperiores omnis natus omnis voluptates dolorem eaque id ad ratione,Diesel,Automatique,144951,BMW,F850GS,Moto,2024-12-25 16:16:30.653692,2008
3784,Sport,Non fonctionnel,Noir,Neuf,2024-12-25 16:16:31.108583,temporibus soluta aut quis corrupti et consequatur perferendis nobis dolorem sint optio adipisci odit at numquam et asperiores voluptas est qui fuga similique et maiores eaque rerum ipsum voluptatem quia id earum veniam ut accusantium sit et,Essence,Semi-Automatique,79846,Audi,A6,Voiture,2024-12-25 16:16:31.108592,1970
3785,SUV,Très bonne état,Violet,Peu Endommagé,2024-12-25 16:16:31.559658,quibusdam fuga sint dolorem ea quae nemo et accusantium vitae illo fugit eum eligendi similique eos molestiae ut commodi qui quae illo accusantium et consequatur optio deserunt minus aliquam id voluptas inventore dolorum et tempore atque cupiditate,Essence,Manuel,86075,Ford,Escape,Voiture,2024-12-25 16:16:31.559665,1992
3786,Chopper,Bonne état,Rouge,Neuf,2024-12-25 16:16:32.017186,voluptas est necessitatibus distinctio illo nihil voluptates odit totam doloribus voluptatem eaque quia aliquam voluptatem nemo fugit et sed,Électrique,Manuel,52782,BMW,F750GS,Moto,2024-12-25 16:16:32.017195,2022
3787,Cafe Racer,Mauvaise état,Rouge,Occasion,2024-12-25 16:16:32.469929,et quas sed fugit natus doloremque nesciunt qui ipsam repellendus dolore maiores harum,Diesel,Semi-Automatique,114723,Triumph,Tiger 900,Moto,2024-12-25 16:16:32.469937,1975
3788,Berline,Mauvaise état,Blanc,Peu Endommagé,2024-12-25 16:16:32.926754,et omnis facere ut quis suscipit maxime voluptas molestiae eaque dolorem eos et temporibus omnis aut aut voluptate est nulla et dicta ad minus aut sunt id ut aperiam perferendis quia quas,Diesel,Manuel,40486,Audi,Q2,Voiture,2024-12-25 16:16:32.926763,1990
3789,Scooter,Non fonctionnel,Gris,Peu Endommagé,2024-12-25 16:16:33.380705,ea omnis dicta alias labore sunt accusamus libero non facilis,Électrique,Automatique,130060,Ducati,XDiavel,Moto,2024-12-25 16:16:33.380711,2014
3790,Scooter,Non fonctionnel,Violet,Occasion,2024-12-25 16:16:33.830897,minus praesentium tempore ut iste placeat suscipit deleniti fugiat occaecati fuga aut sed ea fugit sapiente aut ea enim rem,Électrique,Manuel,9440,Harley-Davidson,Touring,Moto,2024-12-25 16:16:33.830904,2017
3791,Standard,Mauvaise état,Rose,Neuf,2024-12-25 16:16:34.28965,eveniet voluptatem fuga cupiditate non soluta corrupti dolor illo rerum debitis deserunt hic soluta architecto architecto accusantium,Diesel,Automatique,163334,BMW,F850GS,Moto,2024-12-25 16:16:34.289657,2002
3792,Berline,Très bonne état,Violet,Occasion,2024-12-25 16:16:34.742111,sint consequatur nisi libero totam temporibus dolorem reiciendis eligendi in facere est in minima aut quam aut quam quod rem fugit excepturi facilis porro saepe saepe laborum reprehenderit eius minima eum vel dolorem commodi odio sint,Diesel,Automatique,140497,Honda,Fit,Voiture,2024-12-25 16:16:34.742118,1994
3793,Electric,Bonne état,Bleu,Occasion,2024-12-25 16:16:35.203442,placeat eum et aut vero quas quasi aliquam cupiditate pariatur maiores consequuntur ad et est et est consequatur quos sit,Diesel,Manuel,93036,Triumph,Speed Triple,Moto,2024-12-25 16:16:35.203448,2002
3794,Pick-up,Mauvaise état,Gris,Peu Endommagé,2024-12-25 16:16:35.651449,debitis dolor consectetur quibusdam ad nulla minima eligendi perferendis rerum dolorem quisquam enim aut voluptas totam facilis hic velit ea ex repellat,Hybride,Automatique,19370,Honda,Passport,Voiture,2024-12-25 16:16:35.651455,2001
3795,Hatchback,Moyenne état,Orange,Occasion,2024-12-25 16:16:36.104566,reprehenderit velit quis cumque sapiente molestias qui id voluptatibus ipsam placeat minima ipsam ut rerum harum rerum,Électrique,Manuel,21889,Nissan,Altima,Voiture,2024-12-25 16:16:36.104573,1997
3797,Cafe Racer,Très bonne état,Orange,Peu Endommagé,2024-12-25 16:16:37.902925,est ut magnam sunt consequatur possimus nobis ut sunt aperiam alias accusamus labore laboriosam voluptatem commodi ratione eos voluptatibus ea vitae est eligendi quasi quisquam placeat consequatur et iusto at amet rerum ipsum esse tenetur vel,Essence,Manuel,155408,BMW,C400X,Moto,2024-12-25 16:16:37.902932,2016
3798,Standard,Mauvaise état,Gris,Neuf,2024-12-25 16:16:39.250611,pariatur perferendis vel non eos saepe veritatis aut tempora expedita impedit sequi sed nisi assumenda debitis itaque maxime commodi vitae et deleniti officiis libero commodi vitae quas,Diesel,Semi-Automatique,2918,Suzuki,Boulevard M109R,Moto,2024-12-25 16:16:39.25062,2004
3799,Berline,Très bonne état,Rose,Peu Endommagé,2024-12-25 16:16:40.015318,illum asperiores corrupti quidem cupiditate ab iure asperiores est est,Essence,Semi-Automatique,157564,Toyota,Tundra,Voiture,2024-12-25 16:16:40.015325,1989
3800,SUV,Moyenne état,Blanc,Peu Endommagé,2024-12-25 16:16:40.46847,deleniti sit qui et mollitia nihil quis dolorem aut accusamus voluptatem eaque dolorem,Diesel,Manuel,65359,Hyundai,Santa Fe,Voiture,2024-12-25 16:16:40.468477,1980
3801,Scooter,Non fonctionnel,Rose,Peu Endommagé,2024-12-25 16:16:40.918634,qui optio et excepturi facere blanditiis quisquam aut quisquam sunt,Hybride,Semi-Automatique,43417,Kawasaki,KX450F,Moto,2024-12-25 16:16:40.918642,1984
3802,Adventure,Mauvaise état,Vert,Peu Endommagé,2024-12-25 16:16:41.374447,modi consequatur voluptas libero sequi debitis fuga eveniet nesciunt qui cupiditate et quia quas animi harum optio ipsa adipisci neque aperiam sapiente cum incidunt ut consectetur similique sunt assumenda pariatur ut reprehenderit porro quo et quisquam laudantium,Diesel,Semi-Automatique,198513,Kawasaki,Versys 650,Moto,2024-12-25 16:16:41.374453,2014
3803,Cafe Racer,Mauvaise état,Orange,Peu Endommagé,2024-12-25 16:16:41.824894,quo dolorum magnam aspernatur ut molestiae voluptatum sapiente dolor accusantium dolorem soluta voluptas facere a sunt,Essence,Semi-Automatique,55511,Indian,Challenger,Moto,2024-12-25 16:16:41.824917,1980
3804,Chopper,Moyenne état,Bleu,Peu Endommagé,2024-12-25 16:16:42.276581,ut veritatis velit excepturi at qui molestiae est similique molestiae ipsa ut sit ex qui rerum minus perferendis est qui rem aliquam nulla aut cumque optio quod est odio autem consequatur recusandae dolor est molestias hic et nesciunt iusto,Hybride,Automatique,127855,Kawasaki,Versys 650,Moto,2024-12-25 16:16:42.276586,2012
3805,Electric,Non fonctionnel,Noir,Neuf,2024-12-25 16:16:42.725982,nisi et dolorem quisquam suscipit voluptatem enim iusto sed magnam ipsa vero ipsum debitis omnis et non pariatur odio facilis non nam ad aut sed accusamus aliquam quam et quis eos consequuntur,Électrique,Semi-Automatique,134345,Honda,CB500F,Moto,2024-12-25 16:16:42.725987,1977
3806,Pick-up,Bonne état,Gris,Peu Endommagé,2024-12-25 16:16:43.175922,cupiditate earum et non in et consectetur eligendi tempore soluta at est quam reprehenderit labore deserunt ea quia necessitatibus ex consequatur,Hybride,Semi-Automatique,100685,Hyundai,Elantra,Voiture,2024-12-25 16:16:43.175928,1991
3807,Touring,Très bonne état,Vert,Neuf,2024-12-25 16:16:43.627149,dolor officia soluta et et maiores ut esse voluptas deleniti voluptatem at fuga et est qui alias eos hic in omnis eaque asperiores quisquam omnis cum atque eum odio voluptas,Diesel,Semi-Automatique,22072,Honda,CB650R,Moto,2024-12-25 16:16:43.627154,2006
3808,Cruiser,Bonne état,Noir,Neuf,2024-12-25 16:16:44.090653,nam quo tempore suscipit ut laudantium ipsum culpa et et nihil recusandae occaecati veniam laborum nobis quia est assumenda sapiente repellat quas ut et soluta necessitatibus eligendi fugiat tempora animi blanditiis vitae magnam velit mollitia tempore,Électrique,Semi-Automatique,176239,Yamaha,YZF-R1,Moto,2024-12-25 16:16:44.090658,1997
3809,Electric,Très bonne état,Rouge,Occasion,2024-12-25 16:16:44.539829,facilis qui dolorem corrupti voluptas cumque iure nihil eaque adipisci quas et at,Hybride,Semi-Automatique,130854,Kawasaki,Versys 650,Moto,2024-12-25 16:16:44.539832,2014
3810,Electric,Mauvaise état,Noir,Neuf,2024-12-25 16:16:44.986879,omnis et fuga velit est ipsa magnam nam nulla minus voluptas est sit autem dolor vel odio commodi pariatur ea,Hybride,Manuel,97975,BMW,R1250RT,Moto,2024-12-25 16:16:44.986886,2013
3811,Scooter,Très bonne état,Rose,Neuf,2024-12-25 16:16:45.439963,quibusdam dolores voluptate et voluptatibus incidunt inventore laudantium molestiae ratione maxime nulla consequatur velit ea sed quam dolorem at porro expedita et et accusamus est id corporis mollitia sint nobis quo quisquam,Diesel,Manuel,37624,Indian,Vintage,Moto,2024-12-25 16:16:45.439969,2005
3812,SUV,Non fonctionnel,Vert,Peu Endommagé,2024-12-25 16:16:45.892101,optio quia quam est et sit ratione eveniet soluta ipsam et assumenda accusantium est fuga neque animi facere esse consequuntur dolores id dolorum ea commodi officia excepturi mollitia maxime enim incidunt illum,Essence,Automatique,124486,Chevrolet,Blazer,Voiture,2024-12-25 16:16:45.892107,1977
3813,Touring,Moyenne état,Noir,Neuf,2024-12-25 16:16:46.343021,et est dicta rerum autem soluta nihil recusandae alias libero earum error ipsum sint pariatur recusandae dolore ab est qui aspernatur enim repellat dolor sed qui nisi ea,Diesel,Automatique,141343,Ducati,Panigale V4,Moto,2024-12-25 16:16:46.343028,1973
3814,Crossover,Bonne état,Blanc,Peu Endommagé,2024-12-25 16:16:46.842259,repellendus ullam sint distinctio ipsum placeat ducimus voluptates consectetur nemo repudiandae perferendis ratione et provident magni et est asperiores repellat at magni et aliquid et alias incidunt sequi ut rerum repellat ut fugiat,Électrique,Semi-Automatique,87047,Mercedes-Benz,Classe C,Voiture,2024-12-25 16:16:46.842266,2017
3815,Berline,Très bonne état,Orange,Occasion,2024-12-25 16:16:47.301365,maxime laborum ab tempore earum rerum sint tempora magni error et ullam necessitatibus eum repellendus rem nemo eos praesentium sed natus ducimus ex accusamus voluptates et placeat eos molestiae aut perferendis et reprehenderit qui,Essence,Automatique,157395,Mercedes-Benz,Classe S,Voiture,2024-12-25 16:16:47.30137,2008
3816,Sport,Très bonne état,Jaune,Neuf,2024-12-25 16:16:47.750742,officiis voluptas accusantium sit perspiciatis quisquam totam debitis ipsum perferendis nobis provident deserunt officiis deserunt atque eum nemo quas aut minus modi aut omnis,Électrique,Semi-Automatique,155611,Indian,Challenger,Moto,2024-12-25 16:16:47.750746,1981
3817,SUV,Non fonctionnel,Rouge,Occasion,2024-12-25 16:16:48.397315,et consectetur facere ratione tenetur quia ipsam perspiciatis velit expedita quo minus asperiores est consequatur,Essence,Semi-Automatique,12027,BMW,X2,Voiture,2024-12-25 16:16:48.397321,1975
3818,Scooter,Moyenne état,Noir,Peu Endommagé,2024-12-25 16:16:48.849467,sunt ipsa voluptas beatae similique ratione quos quae natus quia nisi laboriosam et quis adipisci doloremque animi quia quam eum molestias ex quo possimus aut qui est tempore assumenda sint voluptatibus aut,Hybride,Manuel,10205,Indian,Scout,Moto,2024-12-25 16:16:48.849472,1973
3819,Cruiser,Mauvaise état,Blanc,Occasion,2024-12-25 16:16:49.321522,dicta ea quasi asperiores voluptatem vel officia velit debitis cupiditate ipsa iure eligendi dolor qui explicabo itaque voluptatem laudantium dolorum quae consequatur possimus doloribus dolor autem laudantium assumenda nobis rerum porro blanditiis,Hybride,Semi-Automatique,61722,Honda,CRF450R,Moto,2024-12-25 16:16:49.321528,2002
3820,SUV,Mauvaise état,Bleu,Peu Endommagé,2024-12-25 16:16:49.779711,enim occaecati tempore aut repudiandae aliquid provident dolorum repudiandae suscipit incidunt culpa cum ut et eum quo ipsum dolorum aliquid ipsam eum magnam incidunt facere aut saepe dolore ut fugit modi qui est minus aut itaque et maiores,Électrique,Automatique,128714,Nissan,Altima,Voiture,2024-12-25 16:16:49.779719,1977
3821,Scooter,Non fonctionnel,Rose,Peu Endommagé,2024-12-25 16:16:50.233885,nobis temporibus sapiente sint est tempore sequi atque autem ratione omnis temporibus repellat et aut animi,Essence,Manuel,124532,Triumph,Street Triple,Moto,2024-12-25 16:16:50.23389,1989
3822,Monospace,Bonne état,Gris,Occasion,2024-12-25 16:16:50.689833,dicta aut maiores mollitia beatae ratione laudantium ab dolorem quo odit,Hybride,Semi-Automatique,78901,Hyundai,Elantra,Voiture,2024-12-25 16:16:50.68984,1988
3823,Utilitaire,Non fonctionnel,Orange,Neuf,2024-12-25 16:16:51.589595,maxime consequatur reprehenderit architecto ullam assumenda sed vitae soluta natus eligendi perferendis deserunt qui pariatur suscipit est quis est consequatur hic accusamus,Diesel,Semi-Automatique,112188,Honda,CR-V,Voiture,2024-12-25 16:16:51.589601,1970
3824,Electric,Non fonctionnel,Violet,Occasion,2024-12-25 16:16:52.755095,et aut occaecati non quae qui et placeat velit vitae omnis voluptate temporibus eum aperiam id autem amet alias,Diesel,Automatique,181242,Suzuki,GSX-S750,Moto,2024-12-25 16:16:52.755102,2018
3825,Touring,Moyenne état,Noir,Peu Endommagé,2024-12-25 16:16:53.94062,cumque nam tenetur aliquid velit sunt culpa eaque architecto veritatis vel ullam,Diesel,Semi-Automatique,45412,Indian,Super Chief,Moto,2024-12-25 16:16:53.940628,1991
3826,Standard,Très bonne état,Blanc,Occasion,2024-12-25 16:16:54.523365,quia expedita rerum esse ut libero est alias non eligendi sapiente a non sit aut ea et et eveniet quaerat aut nulla voluptatem et nam non incidunt repudiandae quia,Diesel,Semi-Automatique,14969,Kawasaki,Versys 650,Moto,2024-12-25 16:16:54.523368,2020
3827,Scooter,Moyenne état,Noir,Occasion,2024-12-25 16:16:54.977579,fugiat saepe quo sint aut ab nobis vel tempore ipsa velit qui et aspernatur in minus veniam dolore fuga qui dolorem ad ratione in expedita aut,Diesel,Manuel,123080,Ducati,DesertX,Moto,2024-12-25 16:16:54.977587,1996
3828,Break,Moyenne état,Jaune,Occasion,2024-12-25 16:16:55.432954,et placeat possimus sit vel et quis voluptate consequatur consequuntur fugiat adipisci culpa repellat qui velit quaerat quam nihil non facilis sint,Hybride,Semi-Automatique,179002,Hyundai,Kona,Voiture,2024-12-25 16:16:55.43296,2009
3829,Standard,Mauvaise état,Violet,Occasion,2024-12-25 16:16:55.882517,vitae corporis et quo quis dolorem aliquam ut sit autem odio possimus consequuntur sunt nisi ex doloremque quod dolores sint recusandae reiciendis,Diesel,Automatique,129750,Harley-Davidson,Sportster,Moto,2024-12-25 16:16:55.882524,2014
3830,Sport,Moyenne état,Gris,Peu Endommagé,2024-12-25 16:16:56.341518,exercitationem magnam omnis quasi dolorem et non eos id et omnis quod quo ullam inventore ratione quaerat et dolor,Essence,Automatique,143959,Kawasaki,Ninja 400,Moto,2024-12-25 16:16:56.341524,1978
3831,Crossover,Bonne état,Orange,Occasion,2024-12-25 16:16:56.854604,consequatur occaecati enim cumque vero quia perferendis aliquid ea enim ipsam nihil repellendus nihil illo suscipit perferendis alias soluta expedita sed excepturi non et incidunt praesentium et culpa quod distinctio quidem iste ab quia est vitae,Diesel,Automatique,143385,Hyundai,Veloster,Voiture,2024-12-25 16:16:56.85461,1981
3832,Crossover,Bonne état,Rouge,Peu Endommagé,2024-12-25 16:16:57.3029,velit accusantium error doloremque aliquam laborum dignissimos qui est at magni sapiente facilis quo qui perspiciatis dolorum perferendis esse amet quibusdam ut quaerat provident,Diesel,Manuel,149863,Honda,Civic,Voiture,2024-12-25 16:16:57.302907,1972
3833,Break,Moyenne état,Orange,Occasion,2024-12-25 16:16:57.752317,eveniet aliquam facere et voluptas ab dolore eaque labore tenetur fugiat facere repellendus aliquam sequi impedit facilis voluptatum quo omnis mollitia id unde nisi,Essence,Manuel,94217,Nissan,Rogue,Voiture,2024-12-25 16:16:57.752322,2011
3834,Sport,Bonne état,Noir,Occasion,2024-12-25 16:16:58.208476,cumque nisi laudantium aut voluptatum et facilis incidunt quis quia pariatur tempore qui quas ab sunt consequatur sit et nisi alias qui iste cupiditate enim qui sapiente consequatur minus aliquid architecto,Électrique,Semi-Automatique,144807,Ducati,DesertX,Moto,2024-12-25 16:16:58.208481,1996
3835,Sport,Non fonctionnel,Bleu,Peu Endommagé,2024-12-25 16:16:58.65537,enim voluptatum delectus minus aut voluptatem vel et fuga voluptatem ut dolore repudiandae tempore omnis facilis facilis est saepe minus adipisci et quisquam repudiandae non dolor veniam assumenda et fuga velit rerum aut quia amet,Électrique,Automatique,163192,Nissan,Maxima,Voiture,2024-12-25 16:16:58.655375,1979
3836,Roadster,Bonne état,Rose,Occasion,2024-12-25 16:16:59.10374,architecto ut ea alias aut est nostrum molestias rerum eveniet,Diesel,Semi-Automatique,199608,Ford,F-150,Voiture,2024-12-25 16:16:59.103745,2018
3837,Utilitaire,Non fonctionnel,Rose,Occasion,2024-12-25 16:16:59.553305,voluptas nihil molestiae enim accusantium tempora labore perferendis repellendus voluptatem doloremque sint rerum dolorum maiores impedit qui eum voluptatum et,Électrique,Automatique,105585,Nissan,Armada,Voiture,2024-12-25 16:16:59.553308,1972
3838,Monospace,Mauvaise état,Orange,Neuf,2024-12-25 16:17:00.000607,aspernatur iure officiis voluptas beatae quasi beatae asperiores non labore nesciunt provident ad,Diesel,Automatique,38124,Audi,Q2,Voiture,2024-12-25 16:17:00.000614,1980
3839,Touring,Très bonne état,Blanc,Neuf,2024-12-25 16:17:00.455704,esse velit voluptatem eligendi molestiae ab nesciunt maiores quia soluta,Hybride,Semi-Automatique,125464,Triumph,Tiger 900,Moto,2024-12-25 16:17:00.455711,1987
3840,Berline,Bonne état,Rose,Occasion,2024-12-25 16:17:00.909373,quas aut dolores officiis minima ut nihil necessitatibus laboriosam atque modi ipsa aut quae veritatis eius consectetur velit accusamus voluptatum voluptatem nesciunt accusantium,Électrique,Manuel,80988,Ford,Bronco,Voiture,2024-12-25 16:17:00.909381,1989
3841,Cruiser,Non fonctionnel,Vert,Neuf,2024-12-25 16:17:01.359225,quibusdam et dolor soluta ipsam officiis ea a nemo optio exercitationem hic eligendi dolorem non et nemo voluptatem porro error eius aut sequi illo in nulla cumque tempora sit ut necessitatibus inventore earum veniam,Électrique,Manuel,90662,Yamaha,FJR1300,Moto,2024-12-25 16:17:01.359233,2015
3842,Chopper,Non fonctionnel,Orange,Peu Endommagé,2024-12-25 16:17:01.808887,nulla sapiente ut vel aut aut quasi qui esse exercitationem rerum id explicabo cum corrupti aut dolorem quaerat laboriosam ad est cumque amet,Électrique,Manuel,165489,Indian,Super Chief,Moto,2024-12-25 16:17:01.808894,2007
3843,Sport,Mauvaise état,Vert,Occasion,2024-12-25 16:17:02.278504,laudantium at voluptatem iste vero aut rerum necessitatibus et officia qui recusandae ducimus et consequatur sunt,Hybride,Automatique,26663,BMW,X2,Voiture,2024-12-25 16:17:02.278512,1990
3844,Adventure,Bonne état,Orange,Neuf,2024-12-25 16:17:02.73763,pariatur magni dicta enim nostrum culpa qui fugit nulla et esse corporis facilis expedita nobis dolorem tempore ducimus voluptatibus voluptatem ducimus mollitia nisi ut veniam sit et recusandae voluptas in repellat consequatur omnis,Hybride,Semi-Automatique,76255,BMW,R nineT,Moto,2024-12-25 16:17:02.737635,1999
3845,Monospace,Moyenne état,Bleu,Occasion,2024-12-25 16:17:03.202532,sed ullam repudiandae est esse voluptatem ullam eius nostrum provident nostrum incidunt voluptas repellat voluptatem rerum eos omnis quas accusamus ut dolore quia ut quae tempore nihil magnam magnam modi,Essence,Semi-Automatique,107992,Chevrolet,Blazer,Voiture,2024-12-25 16:17:03.202538,2013
3846,Chopper,Non fonctionnel,Gris,Occasion,2024-12-25 16:17:03.650701,quam eius saepe quia natus culpa fuga qui alias quae rerum accusantium sed itaque debitis ut eius non voluptas aspernatur porro adipisci velit debitis similique ut sit,Diesel,Automatique,73573,Triumph,Bonneville,Moto,2024-12-25 16:17:03.650705,1994
3847,Electric,Mauvaise état,Rose,Neuf,2024-12-25 16:17:04.119013,distinctio harum quidem quae amet unde exercitationem quasi quam quibusdam consectetur eum dicta fugiat labore commodi error et non quis iusto rerum dolore commodi minus est nisi quia dignissimos quaerat qui explicabo vitae eos qui beatae omnis nihil facere,Essence,Automatique,129817,Ducati,SuperSport,Moto,2024-12-25 16:17:04.119018,1991
